"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"iya coretax payah banget 😭😭😭","2","1","2025-02-13T23:24:16.000Z","ibunvini","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7060727540063044610","7471048319651300114","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/ab0055973cd806b7b7898e06c063a372~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6d51b633&x-expires=1764061200&x-signature=h7oxrUuseBToVTHZJdLSArO6QBw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"kek website unri pas mau ngisi krs😂","4","1","2025-02-13T11:24:00.000Z","makanpizzapakenas","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7344678607422620678","7470862930427446024","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d9fc2e2d7686802efc35507e1e607a5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0e6cf903&x-expires=1764061200&x-signature=APGdRAAMXvIKOe77Gyb06MLHlGg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"Iyaa dh mau lapor sama bayar pajak aja harus ribet","3","1","2025-02-17T18:46:40.000Z","tutiiaaaa","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6779451657786065921","7472461339311522578","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/91ead44ec23a20e21b54d55f5aac4422~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bf26c57a&x-expires=1764061200&x-signature=7rs9BJNK4DMEY9MPCJ93tYrpdT0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"Usut kementrian ke uangan tentang 1.3 T CORETAX plis KPK","0","0","2025-04-11T01:33:42.000Z","ikey361","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6878449633564443649","7491862549815624455","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b576f2f12215501bd87a1aa4b7192ae7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=539740d7&x-expires=1764061200&x-signature=clGOR%2BMIQSa8SPFiM4WeSH2oXyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"@Dan:Agak hopeless dgn pemerintah sekarang","0","0","2025-02-26T02:55:35.000Z","gigitagit","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6996192270333133825","7475555949178553104","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d3a135fdb326822e7593d784b6b0188e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4717c82a&x-expires=1764061200&x-signature=VXBtQCf7GRzklkIelrkbbUZlVjU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"asliiiii bikin badmood jirrr gua jd marah2 muluu dikantor grgr corestress","1","0","2025-02-20T14:33:05.000Z","rsknnda","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6808777184532481025","7473509274938229525","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/86ec4a7c659ad4d37c6fe0c8d749bfe5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f62cada1&x-expires=1764061200&x-signature=dfVqAK9RCMnSh76SUJPWwB8Vh5Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"sampai skrng blm bayar pajak karna coretax bikin pusing bikin emosi","0","0","2025-03-05T08:10:35.000Z","syarifhidayattullahs.pd","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6835497229844874242","7478234746554024724","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7333573533207330823~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e7de4efb&x-expires=1764061200&x-signature=4qg8yKrSy%2BXwjWdlfp%2FUASGHOpo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"lah yang milih 02 kemarin kan lu bang.. 🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️😂","0","0","2025-03-19T05:08:54.000Z","baiaturridwan7","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7448125479762543622","7483383165432840967","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/303a3b174d1bdbb12920051620841cf5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e5e6cf2a&x-expires=1764061200&x-signature=Xw2f2x2uzB51MiH%2Bsp8Yfzd%2FvbY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"kmaren ditawarin 400 jt buat aplikasi lebih bagus dari team kami.tapi ya tapi.ini indonesia ko","0","0","2025-03-19T15:27:04.000Z","2040otwgaza","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7222739317411496962","7483542405473616656","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6841fbc0ebd53516cc81d753786d8f4b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=46e700d6&x-expires=1764061200&x-signature=LmB1eOdNAL49Z0DBkRjLMYtdJkw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"bs dperiksa BPK...","0","0","2025-03-23T21:39:18.000Z","user9368626616269","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7235276685145310213","7485122635819877128","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=23547962&x-expires=1764061200&x-signature=K5cDyVnCISJfJjnCkUhf2hrg1LA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"Sesepuh pemerintah harus di ganti semua bg baru negara bisa maju🗿","1","0","2025-04-09T17:05:58.000Z","dyokskt","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6772639520057082881","7491360714868966152","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b01ac99fc3b4369434d1efb12d919f17~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9871532e&x-expires=1764061200&x-signature=61bNrSM5xNJDd9Lp7TWo2LQ8Wvs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast2b"
"Malah WP nya yg dibilang kaga paham😀","2","0","2025-02-15T02:03:03.000Z","octobeerrr","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6811255817031910401","7471460458517201670","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/71634bda86f07efd4f64c4fd6d87662b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed417757&x-expires=1764061200&x-signature=QRF%2FAW1gIbZV8cOXgKdoNh8Vhj0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kebanyakan di markup itu 😂","1","0","2025-04-11T16:53:45.000Z","sushidontlie01","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6959210330259276805","7492099759516943122","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/24f202c543cdd579d9f2c026aae2465c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=66881b37&x-expires=1764061200&x-signature=o1g7rPNZin7iWc9YlcdRidWHRd4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bayangin u yg bayar pajak, u yg lapor… 😭😭","1","0","2025-03-15T06:23:48.000Z","starrygvrl_","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7122606228248871963","7481918124129125127","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e249a0bad9e15e92953fa0e4254c0e5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=497e86f6&x-expires=1764061200&x-signature=HD%2BA%2Bh4J1VzZ0Su2krw8XyunGIY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Jefri Nichol memposting ulang","1","0","2025-03-16T06:37:11.000Z","tian_mn","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7044405422351188994","7482292594271535888","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/08f627ac14170d39cbd9e126290d49f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=63d08b97&x-expires=1764061200&x-signature=v0TbpP2xvhOdqVy2uMDGQLzupMw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yakin habis segitu bikinnya
😅😅😅","1","0","2025-02-16T11:30:22.000Z","topansinab","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6706155529036940290","7471977718818456375","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4027e7cf758592c1f569be0e85824ba3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9dac286d&x-expires=1764061200&x-signature=Bct5EzKu9fZvowlylCiwOZD4bjg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"KAKKK AKU YG EXTRO SEMENJAK ADA CORETAX JADI MENDADAK INTRO LARINYA KE GERD RADANG PUSING DIARE","1","0","2025-02-20T09:43:44.000Z","jiuliajaa0711","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6783503746145354753","7473434597720883974","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0a64b73e5f2ae8e590186fdffefe750d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e7411335&x-expires=1764061200&x-signature=wMsT1Y8dsfrnHBXUAHYbyvIJmP0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ujung-ujungnya disuruh pakai sistem yg lama","1","0","2025-02-15T05:00:17.000Z","jabbarbie","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6892130734703215617","7471506213881660167","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/1e80c3011df3c734616a2200d6994049~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=972423fb&x-expires=1764061200&x-signature=PH1JweSmtmQjFj8ysFhPmo%2BYTNc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Berharap untuk berubah? susah pak sudah habit indonesia spt ini","1","0","2025-02-15T08:16:27.000Z","teminckii","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6787385900161090561","7471556758453502741","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/a880f92e34c89d489498a55853d5822f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43f3f08b&x-expires=1764061200&x-signature=2ZSPTDIU427qwcV6U3iurPdIoC0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"GA EXPECT RAYMOND CURSING","1","0","2025-03-20T11:40:18.000Z","samanthadiaries","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6789085112723833857","7483855117751026450","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bfa97d6d903cf4429f1ac50ecb30fa84~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2a4be632&x-expires=1764061200&x-signature=dc1zg36vIharHg84%2BdY3KMJcTt8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bang coba bahas yg pemangkasan anggaran di seluruh bumi ini, lg nyari yg bahas gw ketemu penasaran 🙏🏻","0","1","2025-02-15T06:09:18.000Z","sprintvera_","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7039302313752445954","7471523998959600391","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ce05f99198b25babed7141dd9eef3edf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac2709d3&x-expires=1764061200&x-signature=f%2B4K1j5Mfho04AL%2FO9RFx%2BGPyVM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"1,3t itu coretax lagi ngelatih llm nya buat nyaingin chatgpt bang 😂","1","0","2025-02-18T10:53:06.000Z","masamisalami","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6844932066854044674","7472710419610600210","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7325866450848382978~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c5cb341d&x-expires=1764061200&x-signature=Fzagmu50X7fJV97EEH3DDqoCEdo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"makin kesini, makin jauh","0","0","2025-04-01T06:01:33.000Z","minhajut_thalibin_subang","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6723937355834967041","7488220833359577874","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/01462a22965b8ef8488c8db37d1cd3c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e77ebc5&x-expires=1764061200&x-signature=WeuNlShEUtkYmvwHX7CKkak5MsM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Cape bat","0","0","2025-10-02T09:47:15.000Z","itskiddoshere","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6815871194467238914","7556558672958489345","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/226718bd2c294ca1c4ded6fddfcbc120~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e66449e2&x-expires=1764061200&x-signature=aByHe4se7AwvmhX2oRq3woAtyxM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"website anjjj.","0","0","2025-03-26T05:39:37.000Z","pikkipikss","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6880697378183414785","7485988638221894408","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/902aebf504cbc430a2b3b24362519207~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=616d5829&x-expires=1764061200&x-signature=S%2BR1QQMktJiX47TS8ydLsfCReMQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sistem ABS ini kira2 bisa hilang gak sih🤣","0","0","2025-09-23T13:35:44.000Z","idafasa7","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6552455036394831873","7553277804852331265","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ab27cb10c229cc152a39a4691d418ef3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=320a09b6&x-expires=1764061200&x-signature=OwsZXobahTCG%2FMhK%2BdGbsca6nuU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bingung ngelola website aja ga bisa😭","0","0","2025-04-04T17:52:18.000Z","beeone_official","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7416936857848464390","7489517224799339272","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/71ccaa4e6d62e4e9a0dfe0ce6e1998cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56366d20&x-expires=1764061200&x-signature=BNxKw6ueMgmdDANMEr8teFdR0QM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mantap👍👍👍","0","0","2025-03-25T12:11:47.000Z","arimusikasyik","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7252056181185823750","7485718656975012616","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a0d20599d8ac99aac2217abb28ef92eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=34091cc2&x-expires=1764061200&x-signature=5aQSrwIyjJRILy9fCJpkDZG%2BbA8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"TIM FINANCE KANTOR GUE AMPE MAU NYERAH","0","0","2025-04-09T18:19:50.000Z","lovmyselff_","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7243838200509350913","7491379735290888967","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d16795dfbd0c6effd216c8c50d3bdc69~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8da7fb55&x-expires=1764061200&x-signature=LydnHSE1u9I1o5WsIXwYGNgluCQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ini gk ada yang mampir gara2 coretax","0","0","2025-10-25T08:36:27.000Z","chu__huan","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6946841665387168769","7565075402118759186","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4c252ec222d615051005ebf65ca72b66~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7b2c74ae&x-expires=1764061200&x-signature=GjD0wRbAvvq8oZNRxVxO3e%2BshBY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"nah iya bnr tuh","0","0","2025-04-08T08:55:07.000Z","dwi.ariastuti1","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7210026421543896090","7490863158644851474","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7364056001353252869~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73022d22&x-expires=1764061200&x-signature=S7M%2ByTPtgEWIuZgLNeT4yA7M8rM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gimana spt tahunan badan akhir April nanti ya 😂","0","0","2025-03-22T05:21:45.000Z","adhifrds","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6821693062092637186","7484424412641477394","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/83907ed658f7f76f64f42d5b1131b815~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80810dd6&x-expires=1764061200&x-signature=v3O61d1%2F1MXu6WW4G3sG5pOoY2E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"seperti di biasa informasi selalu ditutup"" i nggak ( transfaran )","2","0","2025-02-13T09:51:07.000Z","mirzasukasayur","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7224162250146366471","7470838938766656272","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/69dc80c48c35595bc21d204d97f914b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=87684ca9&x-expires=1764061200&x-signature=%2FumZU532XsxzlOx0ekWFGOEvvYE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"hadehhh ... kenapa negeri ini jd sesakit ini 😭😭😭","1","0","2025-02-13T20:03:18.000Z","wagino9128","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7250517022177559557","7470996703039095560","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7278741983463407621~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a095e1a4&x-expires=1764061200&x-signature=rZmf1WffXmgQd1NY0a8AeR2PEQ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Bpjs ketenagakerjaan juga bg 🙈 aplikasi pemerintah ampas semua","1","0","2025-02-13T15:16:14.000Z","mr_irko","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7102614937905710081","7470922752293044993","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6db09e5abef38374c7c480dbd36f98e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ab2dac56&x-expires=1764061200&x-signature=xFvcBHFrb2O8c33KsxA7Vo1wDNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gimana kalo ternyata yang ngerjain programmer magang unpaid lagi🤣","3","0","2025-02-13T11:28:47.000Z","mhmdfsalll","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6883139238679069697","7470864157254107911","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e6e92f0a8ff6a97804a5bf8191f85aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3f49ad8d&x-expires=1764061200&x-signature=wWJep047gQJ5H4mTsSxMzbobHys%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"emang disengaja ama dirjen pajak, biar uang pajak dibayarkan ke kantor dan bisa diselewangkan dananya. coz kalo uang lngsung masuk ke rekening negara via online, mereka gak dapet apa2.","1","0","2025-02-15T01:23:09.000Z","geito.0001","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6562068170718412801","7471450149065048850","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4a430453c199562187bec204f4957bc5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4e9e0456&x-expires=1764061200&x-signature=8MAm1rpyHcnlirndKEzvl9czurY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"masa biaya 1.3 T kaya gitu, kalah sama server tiktok indonesia, bisa live video 24 jam","2","0","2025-02-13T17:18:11.000Z","bys2014","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6981836094288593922","7470954183614677778","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c2999dd57fd03371ad380095bf8a462f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=09d0eb1c&x-expires=1764061200&x-signature=DR4gG02VtRgGKUN9G13IgooHy%2FQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"seharusnya jgn terburu2 menjadikan coretax jd superapps pajak, i know utk migrasi proses dll, tp klo misalnya sistem lama msih lebih optimal dibanting apps ini knp ga coba perlahan dl aja, toh kan apps lainnya jg dikembangkan mulai dr hulu stlah optimal br ke hilir","5","0","2025-02-16T03:22:59.000Z","pacaranrasatemen","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7146146248533050369","7471852207274541840","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d50b994c1aaabea43fdd5f7e3323caa3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9287c19d&x-expires=1764061200&x-signature=MedkASsyvG4t3a9jdQSYmMhuskU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"1,3 T rasa akses website primbon😂","2","0","2025-02-13T15:25:31.000Z","orangerange95","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6591739469308198914","7470925171424822023","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0150adc8f331f4140dfa70a560ac4b75~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f86f2ad7&x-expires=1764061200&x-signature=cRevo6%2FTJfWU52EMAegu4gweOS0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"segitu banyak sarjana IT di indonesia. Orang2 pinter. Nggak ada apa yg bs bikin applikasi ini? 😎","1","0","2025-02-13T11:38:08.000Z","user2020006937372","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7038859407383512091","7470866579052839688","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=23547962&x-expires=1764061200&x-signature=K5cDyVnCISJfJjnCkUhf2hrg1LA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
